name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Anywhere But Here,PG-13,Comedy,1999,"November 12, 1999 (United States)",6.2,17000.0,Wayne Wang,Mona Simpson,Susan Sarandon,United States,23000000.0,23631929.0,Fox 2000 Pictures,114.0
200 Cigarettes,R,Comedy,1999,"February 26, 1999 (United States)",6.0,15000.0,Risa Bramon Garcia,Shana Larsen,Ben Affleck,United States,6000000.0,6852450.0,Dogstar Films,101.0
Edtv,PG-13,Comedy,1999,"March 26, 1999 (United States)",6.1,42000.0,Ron Howard,Ãmile Gaudreault,Matthew McConaughey,United States,80000000.0,35242897.0,Imagine Entertainment,122.0
Mickey Blue Eyes,PG-13,Comedy,1999,"August 20, 1999 (United States)",5.9,36000.0,Kelly Makin,Adam Scheinman,Hugh Grant,United Kingdom,75000000.0,54264342.0,Castle Rock Entertainment,102.0
The Wood,R,Comedy,1999,"July 16, 1999 (United States)",7.0,8700.0,Rick Famuyiwa,Rick Famuyiwa,Elayn J. Taylor,United States,6000000.0,25059640.0,Bona Fide Productions,106.0
Flawless,R,Comedy,1999,"November 24, 1999 (United States)",6.5,18000.0,Joel Schumacher,Joel Schumacher,Robert De Niro,United States,15000000.0,4488529.0,Tribeca Productions,112.0
Love Stinks,R,Comedy,1999,"September 10, 1999 (United States)",5.8,5000.0,Jeff Franklin,Jeff Franklin,French Stewart,United States,4000000.0,2924635.0,Baumgarten-Prophet Entertainment,94.0
Pushing Tin,R,Comedy,1999,"April 23, 1999 (United States)",6.0,29000.0,Mike Newell,Darcy Frey,John Cusack,United States,33000000.0,8408835.0,3 Miles Apart Productions Ltd.,124.0
Dudley Do-Right,PG,Comedy,1999,"August 27, 1999 (United States)",3.9,10000.0,Hugh Wilson,Jay Ward,Brendan Fraser,United States,70000000.0,9974410.0,Universal Pictures,77.0
Outside Providence,R,Comedy,1999,"September 1, 1999 (United States)",6.4,8600.0,Michael Corrente,Peter Farrelly,Shawn Hatosy,United States,7000000.0,7302522.0,Miramax,96.0
Simply Irresistible,PG-13,Comedy,1999,"February 5, 1999 (United States)",5.3,13000.0,Mark Tarlov,Judith Roberts,Sarah Michelle Gellar,Germany,6000000.0,4398989.0,New Regency Productions,96.0
The Story of Us,R,Comedy,1999,"October 15, 1999 (United States)",6.0,22000.0,Rob Reiner,Alan Zweibel,Bruce Willis,United States,50000000.0,58900031.0,Castle Rock Entertainment,95.0
East Is East,R,Comedy,1999,"June 2, 2000 (United States)",6.9,17000.0,Damien O'Donnell,Ayub Khan-Din,Om Puri,United Kingdom,,4177818.0,FilmFour,96.0
Sweet and Lowdown,PG-13,Comedy,1999,"March 10, 2000 (United States)",7.2,33000.0,Woody Allen,Woody Allen,Sean Penn,United States,29750000.0,4525794.0,Sweetland Films,95.0
An Ideal Husband,PG-13,Comedy,1999,"June 30, 1999 (United States)",6.8,15000.0,Oliver Parker,Oscar Wilde,Rupert Everett,United Kingdom,14000000.0,18542974.0,Arts Council of England,97.0
Coming Soon,R,Comedy,1999,"April 17, 1999 (United States)",4.4,1600.0,Colette Burson,Colette Burson,Bonnie Root,United States,,5453.0,Bandeira Entertainment,96.0
Tea with Mussolini,PG,Comedy,1999,"May 14, 1999 (United States)",6.9,12000.0,Franco Zeffirelli,John Mortimer,Maggie Smith,Italy,12000000.0,14401563.0,Medusa Film,117.0
Cookie's Fortune,PG-13,Comedy,1999,"April 16, 1999 (United States)",6.9,13000.0,Robert Altman,Anne Rapp,Glenn Close,United States,10000000.0,10920544.0,Elysian Dreams,118.0
Julien Donkey-Boy,R,Comedy,1999,"September 13, 2000 (France)",6.8,6900.0,Harmony Korine,Harmony Korine,Ewen Bremner,United States,,92442.0,391 Productions,94.0
Three to Tango,PG-13,Comedy,1999,"October 22, 1999 (United States)",6.1,19000.0,Damon Santostefano,Rodney Patrick Vaccaro,Neve Campbell,Australia,20000000.0,10570375.0,Warner Bros.,98.0
Mumford,R,Comedy,1999,"September 24, 1999 (United States)",6.8,8900.0,Lawrence Kasdan,Lawrence Kasdan,Loren Dean,United States,28000000.0,4555459.0,Touchstone Pictures,112.0
The Love Letter,PG-13,Comedy,1999,"May 21, 1999 (United States)",5.5,4200.0,Peter Ho-Sun Chan,Cathleen Schine,Kate Capshaw,United States,20000000.0,9177355.0,Dreamworks Pictures,88.0
The Bachelor,PG-13,Comedy,1999,"November 5, 1999 (United States)",5.1,17000.0,Gary Sinyor,Roi Cooper Megrue,Chris O'Donnell,United States,51000000.0,36911617.0,New Line Cinema,101.0
Crazy in Alabama,PG-13,Comedy,1999,"October 22, 1999 (United States)",6.2,6700.0,Antonio Banderas,Mark Childress,Melanie Griffith,Germany,15000000.0,2005840.0,Columbia Pictures,111.0
Lost & Found,PG-13,Comedy,1999,"April 23, 1999 (United States)",5.1,6200.0,Jeff Pollack,J.B. Cook,David Spade,United States,30000000.0,6552255.0,Alcon Entertainment,100.0
Play It to the Bone,R,Comedy,1999,"January 21, 2000 (United States)",5.5,12000.0,Ron Shelton,Ron Shelton,Woody Harrelson,United States,24000000.0,8678812.0,Play It Inc.,124.0
Breakfast of Champions,R,Comedy,1999,"February 18, 1999 (Germany)",4.6,7600.0,Alan Rudolph,Kurt Vonnegut Jr.,Bruce Willis,United States,12000000.0,178278.0,Flying Heart Films,110.0
Liberty Heights,R,Comedy,1999,"December 31, 1999 (United States)",7.0,6500.0,Barry Levinson,Barry Levinson,Adrien Brody,United States,,3736868.0,Baltimore Pictures,127.0
Trick,R,Comedy,1999,"July 23, 1999 (United States)",7.2,8400.0,Jim Fall,Jason Schafer,Christian Campbell,United States,450000.0,2087228.0,Good Machine,89.0
A Room for Romeo Brass,R,Comedy,1999,"February 4, 2000 (United Kingdom)",7.6,5500.0,Shane Meadows,Robyn Slovo,Martin Arrowsmith,United Kingdom,,19478.0,Alliance Atlantis Communications,90.0
The Out-of-Towners,PG-13,Comedy,1999,"April 2, 1999 (United States)",5.5,13000.0,Sam Weisman,Neil Simon,Steve Martin,United States,75000000.0,28544120.0,Cherry Alley Productions,90.0
Terror Firmer,R,Comedy,1999,"June 20, 1999 (United States)",6.2,4900.0,Lloyd Kaufman,Patrick Cassidy,Will Keenan,United States,500000.0,,Santa Monica Holdings,124.0
8 Â½ Women,R,Comedy,1999,"December 10, 1999 (United Kingdom)",5.8,3900.0,Peter Greenaway,Peter Greenaway,John Standing,United Kingdom,,437568.0,Woodline Productions,118.0
"Happy, Texas",PG-13,Comedy,1999,"December 3, 1999 (United Kingdom)",6.3,9600.0,Mark Illsley,Ed Stone,Jeremy Northam,United States,2500000.0,1955933.0,Marked Entertainment,98.0
La fille sur le pont,R,Comedy,1999,"March 31, 1999 (France)",7.5,13000.0,Patrice Leconte,Serge Frydman,Vanessa Paradis,France,,,Canal+,90.0
American Psycho,R,Comedy,2000,"April 14, 2000 (United States)",7.6,514000.0,Mary Harron,Bret Easton Ellis,Christian Bale,United States,7000000.0,34266564.0,Am Psycho Productions,101.0
Snatch,R,Comedy,2000,"January 19, 2001 (United States)",8.3,800000.0,Guy Ritchie,Guy Ritchie,Jason Statham,United Kingdom,,83557872.0,Columbia Pictures,102.0
Malena,R,Comedy,2000,"February 2, 2001 (United States)",7.5,94000.0,Giuseppe Tornatore,Giuseppe Tornatore,Monica Bellucci,Italy,,14493284.0,Medusa Film,108.0
Scary Movie,R,Comedy,2000,"July 7, 2000 (United States)",6.2,238000.0,Keenen Ivory Wayans,Shawn Wayans,Anna Faris,United States,19000000.0,278019771.0,Dimension Films,88.0
Coyote Ugly,PG-13,Comedy,2000,"August 4, 2000 (United States)",5.7,108000.0,David McNally,Gina Wendkos,Piper Perabo,United States,45000000.0,113916474.0,Touchstone Pictures,100.0
Road Trip,R,Comedy,2000,"May 19, 2000 (United States)",6.4,161000.0,Todd Phillips,Todd Phillips,Breckin Meyer,United States,16000000.0,119754278.0,Dreamworks Pictures,93.0
Bring It on,PG-13,Comedy,2000,"August 25, 2000 (United States)",6.0,90000.0,Peyton Reed,Jessica Bendinger,Kirsten Dunst,United States,11000000.0,90449929.0,Beacon Communications,98.0
"Dude, Where's My Car?",PG-13,Comedy,2000,"December 15, 2000 (United States)",5.5,136000.0,Danny Leiner,Philip Stark,Ashton Kutcher,United States,13000000.0,73180723.0,Twentieth Century Fox,83.0
Meet the Parents,PG-13,Comedy,2000,"October 6, 2000 (United States)",7.0,317000.0,Jay Roach,Greg Glienna,Ben Stiller,United States,55000000.0,330444045.0,Universal Pictures,108.0
High Fidelity,R,Comedy,2000,"March 31, 2000 (United States)",7.5,172000.0,Stephen Frears,Nick Hornby,John Cusack,United Kingdom,30000000.0,47126295.0,Touchstone Pictures,113.0
Best in Show,PG-13,Comedy,2000,"October 20, 2000 (United States)",7.5,58000.0,Christopher Guest,Christopher Guest,Fred Willard,United States,10000000.0,20789556.0,Castle Rock Entertainment,90.0
The Whole Nine Yards,R,Comedy,2000,"February 18, 2000 (United States)",6.7,114000.0,Jonathan Lynn,Mitchell Kapner,Bruce Willis,United States,41300000.0,106371651.0,Franchise Pictures,98.0
"Me, Myself & Irene",R,Comedy,2000,"June 23, 2000 (United States)",6.6,226000.0,Bobby Farrelly,Peter Farrelly,Jim Carrey,United States,51000000.0,149270999.0,Twentieth Century Fox,116.0
Bedazzled,PG-13,Comedy,2000,"October 20, 2000 (United States)",6.0,99000.0,Harold Ramis,Peter Cook,Brendan Fraser,United States,48000000.0,90383208.0,Twentieth Century Fox,93.0
How the Grinch Stole Christmas,PG,Comedy,2000,"November 17, 2000 (United States)",6.2,219000.0,Ron Howard,Dr. Seuss,Jim Carrey,United States,123000000.0,363597184.0,Universal Pictures,104.0
What Women Want,PG-13,Comedy,2000,"December 15, 2000 (United States)",6.4,197000.0,Nancy Meyers,Josh Goldsmith,Mel Gibson,United States,70000000.0,374111707.0,Paramount Pictures,127.0
The Family Man,PG-13,Comedy,2000,"December 22, 2000 (United States)",6.8,105000.0,Brett Ratner,David Diamond,Nicolas Cage,United States,60000000.0,124745083.0,Universal Pictures,125.0
The Replacements,PG-13,Comedy,2000,"August 11, 2000 (United States)",6.6,60000.0,Howard Deutch,Vince McKewin,Keanu Reeves,United States,50000000.0,50054511.0,Bel Air Entertainment,118.0
Next Friday,R,Comedy,2000,"January 12, 2000 (United States)",6.2,38000.0,Steve Carr,Ice Cube,Ice Cube,United States,11000000.0,59827328.0,New Line Cinema,98.0
Little Nicky,PG-13,Comedy,2000,"November 10, 2000 (United States)",5.3,101000.0,Steven Brill,Tim Herlihy,Adam Sandler,United States,85000000.0,58292295.0,Avery Pix,90.0
Where the Heart Is,PG-13,Comedy,2000,"April 28, 2000 (United States)",6.7,32000.0,Matt Williams,Lowell Ganz,Natalie Portman,United States,15000000.0,40863718.0,Twentieth Century Fox,120.0
28 Days,PG-13,Comedy,2000,"April 14, 2000 (United States)",6.1,46000.0,Betty Thomas,Susannah Grant,Sandra Bullock,United States,43000000.0,62198945.0,Columbia Pictures,103.0
The Flintstones in Viva Rock Vegas,PG,Comedy,2000,"April 28, 2000 (United States)",3.7,22000.0,Brian Levant,William Hanna,Mark Addy,United States,83000000.0,59468275.0,Universal Pictures,90.0
Wonder Boys,R,Comedy,2000,"February 25, 2000 (United States)",7.3,62000.0,Curtis Hanson,Michael Chabon,Michael Douglas,United States,55000000.0,33426588.0,Mutual Film Company,107.0
Drowning Mona,PG-13,Comedy,2000,"March 3, 2000 (United States)",5.7,14000.0,Nick Gomez,Peter Steinfeld,Danny DeVito,United States,37000000.0,15910104.0,Code Entertainment,96.0
Keeping the Faith,PG-13,Comedy,2000,"April 14, 2000 (United States)",6.4,50000.0,Edward Norton,Stuart Blumberg,Ben Stiller,United States,29000000.0,59945183.0,Spyglass Entertainment,128.0
The Kid,PG,Comedy,2000,"July 7, 2000 (United States)",6.1,41000.0,Jon Turteltaub,Audrey Wells,Bruce Willis,United States,65000000.0,110317580.0,Chester Films Inc.,104.0
Hanging Up,PG-13,Comedy,2000,"February 18, 2000 (United States)",4.9,12000.0,Diane Keaton,Delia Ephron,Diane Keaton,Germany,60000000.0,51880044.0,Columbia Pictures,94.0
The Dish,PG-13,Comedy,2000,"May 4, 2001 (United States)",7.2,16000.0,Rob Sitch,Santo Cilauro,Sam Neill,Australia,,16575074.0,Working Dog,101.0
Loser,PG-13,Comedy,2000,"July 21, 2000 (United States)",5.3,27000.0,Amy Heckerling,Amy Heckerling,Jason Biggs,United States,20000000.0,18404706.0,Branti Film Productions,98.0
Down to You,PG-13,Comedy,2000,"January 21, 2000 (United States)",5.0,15000.0,Kris Isacsson,Kris Isacsson,Freddie Prinze Jr.,United States,11000000.0,24419914.0,Open City Films,91.0
Cecil B. Demented,R,Comedy,2000,"September 1, 2000 (United States)",6.2,14000.0,John Waters,John Waters,Melanie Griffith,United States,10000000.0,1961544.0,Artic Productions LLC,87.0
Nutty Professor II: the Klumps,PG-13,Comedy,2000,"July 28, 2000 (United States)",4.4,49000.0,Peter Segal,Jerry Lewis,Eddie Murphy,United States,84000000.0,166339890.0,Universal Pictures,106.0
Bamboozled,R,Comedy,2000,"October 20, 2000 (United States)",6.6,11000.0,Spike Lee,Spike Lee,Damon Wayans,United States,10000000.0,2463650.0,New Line Cinema,135.0
Return to Me,PG,Comedy,2000,"April 7, 2000 (United States)",6.9,20000.0,Bonnie Hunt,Bonnie Hunt,David Duchovny,United States,24000000.0,36609995.0,Metro-Goldwyn-Mayer (MGM),115.0
Boys and Girls,PG-13,Comedy,2000,"June 16, 2000 (United States)",5.4,16000.0,Robert Iscove,Andrew Lowery,Freddie Prinze Jr.,United States,35000000.0,25850615.0,Punch 21 Productions,94.0
Whatever It Takes,PG-13,Comedy,2000,"March 24, 2000 (United States)",5.5,10000.0,David Raynr,Mark Schwahn,Shane West,United States,32000000.0,9902115.0,Columbia Pictures,94.0
Chuck & Buck,R,Comedy,2000,"August 4, 2000 (United States)",6.6,5300.0,Miguel Arteta,Mike White,Mike White,United States,250000.0,1182065.0,Artisan Entertainment,96.0
Love & Sex,R,Comedy,2000,"July 14, 2000 (Spain)",6.2,5300.0,Valerie Breiman,Valerie Breiman,Famke Janssen,United States,,580372.0,Behaviour Worldwide,82.0
Psycho Beach Party,Unrated,Comedy,2000,"September 7, 2001 (United States)",6.2,5700.0,Robert Lee King,Charles Busch,Lauren Ambrose,Australia,1500000.0,268117.0,New Oz Productions,95.0
Saving Grace,R,Comedy,2000,"September 1, 2000 (United States)",6.9,18000.0,Nigel Cole,Mark Crowdy,Brenda Blethyn,United Kingdom,10000000.0,28741330.0,Portman Entertainment Group,93.0
Water Drops on Burning Rocks,Not Rated,Comedy,2000,"March 15, 2000 (France)",6.8,6200.0,FranÃ§ois Ozon,Rainer Werner Fassbinder,Bernard Giraudeau,France,,,FidÃ©litÃ© Productions,82.0
Greenfingers,R,Comedy,2000,"September 14, 2001 (United Kingdom)",6.8,5600.0,Joel Hershman,Joel Hershman,Clive Owen,United Kingdom,,1961054.0,Boneyard Entertainment,91.0
Dr. T & the Women,R,Comedy,2000,"October 13, 2000 (United States)",4.6,18000.0,Robert Altman,Anne Rapp,Richard Gere,United States,23000000.0,22844291.0,Artisan Entertainment,122.0
Woman on Top,R,Comedy,2000,"September 22, 2000 (United States)",5.3,10000.0,Fina Torres,Vera Blasi,PenÃ©lope Cruz,United States,8000000.0,10194274.0,Fox Searchlight Pictures,92.0
Ready to Rumble,PG-13,Comedy,2000,"April 7, 2000 (United States)",5.4,14000.0,Brian Robbins,Steven Brill,David Arquette,United States,24000000.0,12452362.0,Bel Air Entertainment,107.0
The Ladies Man,R,Comedy,2000,"October 13, 2000 (United States)",5.2,13000.0,Reginald Hudlin,Tim Meadows,Tim Meadows,United States,24000000.0,13743212.0,Broadway Pictures,84.0
The Broken Hearts Club: A Romantic Comedy,R,Comedy,2000,"October 20, 2000 (United States)",7.0,7300.0,Greg Berlanti,Greg Berlanti,Timothy Olyphant,United States,1000000.0,2019121.0,Banner Entertainment,94.0
Beautiful Creatures,R,Comedy,2000,"January 19, 2001 (United Kingdom)",5.8,3600.0,Bill Eagles,Simon Donald,Rachel Weisz,United Kingdom,,313768.0,Arts Council of England,86.0
My Dog Skip,PG,Comedy,2000,"March 3, 2000 (United States)",7.0,20000.0,Jay Russell,Willie Morris,Frankie Muniz,United States,6000000.0,35547761.0,Alcon Entertainment,95.0
Duets,R,Comedy,2000,"September 15, 2000 (United States)",6.1,9200.0,Bruce Paltrow,John Byrum,Huey Lewis,United States,21000000.0,6620242.0,Hollywood Pictures,112.0
Lucky Numbers,R,Comedy,2000,"October 27, 2000 (United States)",5.0,9900.0,Nora Ephron,Adam Resnick,John Travolta,France,63000000.0,10890222.0,Paramount Pictures,105.0
State and Main,R,Comedy,2000,"January 12, 2001 (United States)",6.8,21000.0,David Mamet,David Mamet,Philip Seymour Hoffman,France,,9206279.0,Filmtown Entertainment,105.0
Small Time Crooks,PG,Comedy,2000,"May 19, 2000 (United States)",6.7,38000.0,Woody Allen,Woody Allen,Woody Allen,United States,25000000.0,29934477.0,Dreamworks Pictures,94.0
Songs from the Second Floor,Not Rated,Comedy,2000,"October 6, 2000 (Sweden)",7.6,18000.0,Roy Andersson,Roy Andersson,Lars Nordh,Sweden,,80334.0,Arte France CinÃ©ma,98.0
Bread and Tulips,PG-13,Comedy,2000,"November 2, 2001 (United States)",7.3,9200.0,Silvio Soldini,Silvio Soldini,Licia Maglietta,Italy,,9719848.0,Monogatari,114.0
"Love, Honor and Obey",R,Comedy,2000,"February 9, 2001 (United States)",6.5,5200.0,Dominic Anciano,Dominic Anciano,Sadie Frost,United Kingdom,,1400.0,British Broadcasting Corporation (BBC),103.0
Nurse Betty,R,Comedy,2000,"September 8, 2000 (United States)",6.2,33000.0,Neil LaBute,John C. Richards,RenÃ©e Zellweger,Germany,35000000.0,29364989.0,Gramercy Pictures (I),110.0
Beautiful,PG-13,Comedy,2000,"September 29, 2000 (United States)",5.6,3700.0,Sally Field,Jon Bernstein,Minnie Driver,United States,14000000.0,3169930.0,Destination Films,112.0
What Planet Are You From?,R,Comedy,2000,"March 3, 2000 (United States)",5.6,9100.0,Mike Nichols,Garry Shandling,Garry Shandling,United States,60000000.0,14145677.0,Brillstein-Grey Entertainment,105.0
Committed,R,Comedy,2000,"April 18, 2000 (Canada)",5.1,3700.0,Lisa Krueger,Lisa Krueger,Heather Graham,United States,3000000.0,40361.0,Miramax,98.0
Tillsammans,R,Comedy,2000,"September 21, 2001 (United States)",7.4,21000.0,Lukas Moodysson,Lukas Moodysson,Lisa Lindgren,Sweden,,14596148.0,Memfis Film,106.0
Sordid Lives,R,Comedy,2000,"May 11, 2001 (United States)",6.8,2900.0,Del Shores,Del Shores,Delta Burke,United States,,1111273.0,Daly-Harris Productions,111.0
The Next Best Thing,PG-13,Comedy,2000,"March 3, 2000 (United States)",4.7,11000.0,John Schlesinger,Tom Ropelewski,Madonna,United States,25000000.0,24362772.0,Lakeshore Entertainment,108.0
Gun Shy,R,Comedy,2000,"March 9, 2000 (Australia)",5.7,7000.0,Eric Blakeney,Eric Blakeney,Liam Neeson,United States,14000000.0,3284444.0,Hollywood Pictures,101.0
Big Eden,PG-13,Comedy,2000,"April 18, 2000 (United States)",7.3,4200.0,Thomas Bezucha,Thomas Bezucha,Arye Gross,United States,,512451.0,Chaiken Films,118.0
Legally Blonde,PG-13,Comedy,2001,"July 13, 2001 (United States)",6.3,195000.0,Robert Luketic,Amanda Brown,Reese Witherspoon,United States,18000000.0,141774679.0,Metro-Goldwyn-Mayer (MGM),96.0
Not Another Teen Movie,R,Comedy,2001,"December 14, 2001 (United States)",5.7,100000.0,Joel Gallen,Mike Bender,Chyler Leigh,United States,15000000.0,66468985.0,Columbia Pictures,89.0
Scary Movie 2,R,Comedy,2001,"July 4, 2001 (United States)",5.3,152000.0,Keenen Ivory Wayans,Shawn Wayans,Anna Faris,United States,45000000.0,141220678.0,Dimension Films,83.0
The Royal Tenenbaums,R,Comedy,2001,"January 4, 2002 (United States)",7.6,273000.0,Wes Anderson,Wes Anderson,Gene Hackman,United States,21000000.0,71444482.0,Touchstone Pictures,110.0
AmÃ©lie,R,Comedy,2001,"February 8, 2002 (United States)",8.3,717000.0,Jean-Pierre Jeunet,Guillaume Laurant,Audrey Tautou,France,10000000.0,173997108.0,Claudie Ossard Productions,122.0
Ghost World,R,Comedy,2001,"September 21, 2001 (United States)",7.3,115000.0,Terry Zwigoff,Daniel Clowes,Steve Buscemi,United States,7000000.0,8764007.0,United Artists,111.0
Super Troopers,R,Comedy,2001,"February 15, 2002 (United States)",7.1,98000.0,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,United States,3000000.0,23182223.0,Fox Searchlight Pictures,100.0
The Princess Diaries,G,Comedy,2001,"August 3, 2001 (United States)",6.4,133000.0,Garry Marshall,Meg Cabot,Julie Andrews,United States,26000000.0,165335153.0,Walt Disney Pictures,111.0
Summer Catch,PG-13,Comedy,2001,"August 24, 2001 (United States)",5.1,15000.0,Michael Tollin,Kevin Falls,Freddie Prinze Jr.,United States,34000000.0,19772447.0,Warner Bros.,104.0
Wet Hot American Summer,R,Comedy,2001,"August 31, 2001 (Canada)",6.6,55000.0,David Wain,Michael Showalter,Janeane Garofalo,United States,5000000.0,295206.0,Eureka Pictures,97.0
Shallow Hal,PG-13,Comedy,2001,"November 9, 2001 (United States)",5.9,129000.0,Bobby Farrelly,Sean Moynihan,Jack Black,United States,40000000.0,141069860.0,Twentieth Century Fox,114.0
Zoolander,PG-13,Comedy,2001,"September 28, 2001 (United States)",6.5,251000.0,Ben Stiller,Drake Sather,Ben Stiller,Germany,28000000.0,60780981.0,Paramount Pictures,90.0
Gosford Park,R,Comedy,2001,"January 18, 2002 (United States)",7.2,82000.0,Robert Altman,Julian Fellowes,Maggie Smith,United States,19800000.0,87754044.0,USA Films,131.0
Evolution,PG-13,Comedy,2001,"June 8, 2001 (United States)",6.1,122000.0,Ivan Reitman,Don Jakoby,David Duchovny,United States,80000000.0,98376292.0,Columbia Pictures,101.0
Bridget Jones's Diary,R,Comedy,2001,"April 13, 2001 (United States)",6.7,232000.0,Sharon Maguire,Helen Fielding,RenÃ©e Zellweger,United Kingdom,25000000.0,281995610.0,Miramax,97.0
American Pie 2,R,Comedy,2001,"August 10, 2001 (United States)",6.4,244000.0,J.B. Rogers,Adam Herz,Jason Biggs,United States,30000000.0,287553595.0,LivePlanet,108.0
The Animal,PG-13,Comedy,2001,"June 1, 2001 (United States)",4.8,58000.0,Luke Greenfield,Tom Brady,Rob Schneider,United States,47000000.0,85191134.0,Revolution Studios,84.0
How High,R,Comedy,2001,"December 21, 2001 (United States)",6.3,55000.0,Jesse Dylan,Dustin Lee Abraham,Method Man,United States,20000000.0,31283740.0,Jersey Films,93.0
Jay and Silent Bob Strike Back,R,Comedy,2001,"August 24, 2001 (United States)",6.8,150000.0,Kevin Smith,Kevin Smith,Jason Mewes,United States,22000000.0,33788161.0,Dimension Films,104.0
Serendipity,PG-13,Comedy,2001,"October 5, 2001 (United States)",6.9,106000.0,Peter Chelsom,Marc Klein,John Cusack,United States,28000000.0,77516304.0,Miramax,90.0
Saving Silverman,PG-13,Comedy,2001,"February 9, 2001 (United States)",5.9,39000.0,Dennis Dugan,Hank Nelken,Jason Biggs,United States,22000000.0,26086706.0,Columbia Pictures,90.0
The Wedding Planner,PG-13,Comedy,2001,"January 26, 2001 (United States)",5.3,78000.0,Adam Shankman,Pamela Falk,Jennifer Lopez,Germany,35000000.0,94728529.0,Columbia Pictures,103.0
Heartbreakers,PG-13,Comedy,2001,"March 23, 2001 (United States)",6.2,52000.0,David Mirkin,Robert Dunn,Sigourney Weaver,United States,35000000.0,57756408.0,Davis Entertainment,123.0
Out Cold,PG-13,Comedy,2001,"November 21, 2001 (United States)",6.3,17000.0,Brendan Malloy,Jon Zack,Flex Alexander,United States,24000000.0,14782676.0,Touchstone Pictures,89.0
Hedwig and the Angry Inch,R,Comedy,2001,"August 31, 2001 (United States)",7.7,33000.0,John Cameron Mitchell,John Cameron Mitchell,John Cameron Mitchell,United States,6000000.0,3645107.0,Killer Films,95.0
Freddy Got Fingered,R,Comedy,2001,"April 20, 2001 (United States)",4.6,47000.0,Tom Green,Tom Green,Tom Green,United States,14000000.0,14343028.0,New Regency Productions,87.0
Kate & Leopold,PG-13,Comedy,2001,"December 25, 2001 (United States)",6.4,80000.0,James Mangold,Steven Rogers,Meg Ryan,United States,48000000.0,76019048.0,Konrad Pictures,118.0
Tomcats,R,Comedy,2001,"March 30, 2001 (United States)",5.4,18000.0,Gregory Poirier,Gregory Poirier,Shannon Elizabeth,United States,11000000.0,23430766.0,Revolution Studios,95.0
Bandits,PG-13,Comedy,2001,"October 12, 2001 (United States)",6.5,66000.0,Barry Levinson,Harley Peyton,Bruce Willis,United States,75000000.0,67631903.0,Metro-Goldwyn-Mayer (MGM),123.0
Josie and the Pussycats,PG-13,Comedy,2001,"April 11, 2001 (United States)",5.5,22000.0,Harry Elfont,Deborah Kaplan,Rachael Leigh Cook,Canada,39000000.0,14866015.0,Universal Pictures,98.0
Get Over It,PG-13,Comedy,2001,"March 9, 2001 (United States)",5.7,18000.0,Tommy O'Haver,R. Lee Fleming Jr.,Kirsten Dunst,United States,22000000.0,19900366.0,Miramax,87.0
Sugar & Spice,PG-13,Comedy,2001,"January 26, 2001 (United States)",5.7,14000.0,Francine McDougall,Mandy Nelson,Marla Sokoloff,United States,27000000.0,16923761.0,New Line Cinema,81.0
America's Sweethearts,PG-13,Comedy,2001,"July 20, 2001 (United States)",5.7,55000.0,Joe Roth,Billy Crystal,Julia Roberts,United States,46000000.0,138307673.0,Revolution Studios,102.0
Dil Chahta Hai,Not Rated,Comedy,2001,"August 10, 2001 (India)",8.1,68000.0,Farhan Akhtar,Kassim Jagmagia,Aamir Khan,India,,316221.0,Excel Entertainment,183.0
Someone Like You,PG-13,Comedy,2001,"March 30, 2001 (United States)",6.1,24000.0,Tony Goldwyn,Laura Zigman,Ashley Judd,United States,23000000.0,38689940.0,Fox 2000 Pictures,97.0
Mean Machine,R,Comedy,2001,"December 26, 2001 (United Kingdom)",6.5,37000.0,Barry Skolnick,Tracy Keenan Wynn,Vinnie Jones,United Kingdom,,7310206.0,Paramount Pictures,99.0
The Tailor of Panama,R,Comedy,2001,"March 30, 2001 (United States)",6.2,28000.0,John Boorman,John le CarrÃ©,Pierce Brosnan,United States,21000000.0,28008462.0,Columbia Pictures,109.0
No Man's Land,R,Comedy,2001,"September 19, 2001 (France)",7.9,45000.0,Danis Tanovic,Danis Tanovic,Branko Djuric,France,,4858869.0,NoÃ© Productions,98.0
Buffalo Soldiers,R,Comedy,2001,"October 31, 2002 (Germany)",6.8,24000.0,Gregor Jordan,Robert O'Connor,Joaquin Phoenix,United Kingdom,15000000.0,2300684.0,FilmFour,98.0
The Anniversary Party,R,Comedy,2001,"June 29, 2001 (United States)",6.3,8100.0,Alan Cumming,Jennifer Jason Leigh,Alan Cumming,United States,,4931888.0,Fine Line Features,115.0
Blow Dry,R,Comedy,2001,"March 30, 2001 (United Kingdom)",6.3,8100.0,Paddy Breathnach,Simon Beaufoy,Alan Rickman,United States,,830286.0,IMF Internationale Medien und Film GmbH & Co. Produktions KG,94.0
Birthday Girl,R,Comedy,2001,"February 1, 2002 (United States)",6.1,25000.0,Jez Butterworth,Tom Butterworth,Nicole Kidman,United Kingdom,13000000.0,16171098.0,FilmFour,93.0
Human Nature,R,Comedy,2001,"September 12, 2001 (France)",6.4,18000.0,Michel Gondry,Charlie Kaufman,Tim Robbins,France,,1574660.0,Fine Line Features,96.0
