name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
It,R,Horror,2017,"September 8, 2017 (United States)",7.3,478000.0,Andy Muschietti,Chase Palmer,Bill SkarsgÃ¥rd,United States,35000000.0,701796444.0,New Line Cinema,135.0
Get Out,R,Horror,2017,"February 24, 2017 (United States)",7.7,517000.0,Jordan Peele,Jordan Peele,Daniel Kaluuya,United States,4500000.0,255589157.0,Universal Pictures,104.0
Alien: Covenant,R,Horror,2017,"May 19, 2017 (United States)",6.4,261000.0,Ridley Scott,Dan O'Bannon,Michael Fassbender,United States,97000000.0,240891763.0,Twentieth Century Fox,122.0
Life,R,Horror,2017,"March 24, 2017 (United States)",6.6,213000.0,Daniel Espinosa,Rhett Reese,Jake Gyllenhaal,United Kingdom,58000000.0,100541806.0,Columbia Pictures,104.0
Annabelle: Creation,R,Horror,2017,"August 11, 2017 (United States)",6.5,120000.0,David F. Sandberg,Gary Dauberman,Anthony LaPaglia,United States,15000000.0,306515884.0,New Line Cinema,109.0
It Comes at Night,R,Horror,2017,"June 9, 2017 (United States)",6.2,87000.0,Trey Edward Shults,Trey Edward Shults,Joel Edgerton,United States,5000000.0,19735344.0,Animal Kingdom,91.0
Jeepers Creepers III,Not Rated,Horror,2017,"November 2, 2017 (Mexico)",3.9,18000.0,Victor Salva,Victor Salva,Stan Shaw,United States,,4017852.0,Infinity Films,100.0
Amityville: The Awakening,PG-13,Horror,2017,"October 12, 2017 (United States)",4.8,13000.0,Franck Khalfoun,Franck Khalfoun,Jennifer Jason Leigh,United States,,8481997.0,Dimension Films,87.0
Mandy,Not Rated,Horror,2018,"September 14, 2018 (United States)",6.5,68000.0,Panos Cosmatos,Panos Cosmatos,Nicolas Cage,United Kingdom,6000000.0,1555203.0,SpectreVision,121.0
The Nun,R,Horror,2018,"September 7, 2018 (United States)",5.3,127000.0,Corin Hardy,Gary Dauberman,DemiÃ¡n Bichir,United States,22000000.0,365551694.0,Atomic Monster,96.0
The Strangers: Prey at Night,R,Horror,2018,"March 9, 2018 (United States)",5.2,28000.0,Johannes Roberts,Bryan Bertino,Christina Hendricks,United States,5000000.0,31039126.0,Aviron Pictures,85.0
Slender Man,PG-13,Horror,2018,"August 10, 2018 (United States)",3.2,30000.0,Sylvain White,David Birke,Joey King,United States,10000000.0,51738549.0,Screen Gems,93.0
Truth or Dare,PG-13,Horror,2018,"April 13, 2018 (United States)",5.2,50000.0,Jeff Wadlow,Michael Reisz,Lucy Hale,United States,3500000.0,95330710.0,Blumhouse Productions,100.0
Insidious: The Last Key,PG-13,Horror,2018,"January 5, 2018 (United States)",5.7,55000.0,Adam Robitel,Leigh Whannell,Lin Shaye,United States,10000000.0,167885588.0,Blumhouse Productions,103.0
Unfriended: Dark Web,R,Horror,2018,"July 20, 2018 (United States)",6.0,29000.0,Stephen Susco,Stephen Susco,Colin Woodell,United States,1000000.0,16024987.0,Bazelevs Production,92.0
Hell Fest,R,Horror,2018,"September 28, 2018 (United States)",5.5,15000.0,Gregory Plotkin,Seth M. Sherwood,Cynthea Mercado,United States,5500000.0,18160930.0,CBS Films,89.0
The Possession of Hannah Grace,R,Horror,2018,"November 30, 2018 (United States)",5.2,20000.0,Diederik Van Rooijen,Brian Sieve,Shay Mitchell,United States,7700000.0,43016528.0,Screen Gems,86.0
The Wind,R,Horror,2018,"April 5, 2019 (United States)",5.6,6800.0,Emma Tammi,Teresa Sutherland,Caitlin Gerard,United States,,130974.0,Soapbox Films,88.0
Us,R,Horror,2019,"March 22, 2019 (United States)",6.8,247000.0,Jordan Peele,Jordan Peele,Lupita Nyong'o,United States,20000000.0,255184580.0,Monkeypaw Productions,116.0
Ma,R,Horror,2019,"May 31, 2019 (United States)",5.6,46000.0,Tate Taylor,Scotty Landes,Octavia Spencer,Japan,5000000.0,61105744.0,Blumhouse Productions,99.0
Annabelle Comes Home,R,Horror,2019,"June 26, 2019 (United States)",5.9,65000.0,Gary Dauberman,Gary Dauberman,Vera Farmiga,United States,30000000.0,231252591.0,New Line Cinema,106.0
The Curse of la Llorona,R,Horror,2019,"April 19, 2019 (United States)",5.3,43000.0,Michael Chaves,Mikki Daughtry,Linda Cardellini,United States,9000000.0,123133739.0,New Line Cinema,93.0
Pet Sematary,R,Horror,2019,"April 5, 2019 (United States)",5.7,86000.0,Kevin KÃ¶lsch,Stephen King,Jason Clarke,United States,21000000.0,113118226.0,Paramount Pictures,101.0
Body at Brighton Rock,R,Horror,2019,"April 26, 2019 (United States)",4.8,1900.0,Roxanne Benjamin,Roxanne Benjamin,Karina Fontes,United States,,5123.0,Protostar Pictures,87.0
Clinton Road,,Horror,2019,"June 14, 2019 (United States)",5.9,1900.0,Richard Grieco,Noel Ashman,Ace Young,,2500000.0,50400.0,Growing Tree Productions,77.0
I Am Fear,Not Rated,Horror,2020,"March 3, 2020 (United States)",3.4,447.0,Kevin Shulman,Kevin Shulman,Kristina Klebe,United States,,13266.0,Roxwell Films,87.0
Tee em el,,Horror,2020,"August 19, 2020 (United States)",5.7,7.0,Pereko Mosia,Pereko Mosia,Siyabonga Mabaso,South Africa,,,PK 65 Films,102.0
