name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Charlotte's Web,G,Adventure,2006,"December 15, 2006 (United States)",6.3,39000.0,Gary Winick,Susannah Grant,Dakota Fanning,United States,85000000.0,148963822.0,Paramount Pictures,97.0
Eight Below,PG,Adventure,2006,"February 17, 2006 (United States)",7.3,62000.0,Frank Marshall,David DiGilio,Paul Walker,United States,40000000.0,120455994.0,Walt Disney Pictures,120.0
Flicka,PG,Adventure,2006,"October 20, 2006 (United States)",6.1,7600.0,Michael Mayer,Mark Rosenthal,Alison Lohman,United States,15000000.0,21893591.0,Fox 2000 Pictures,95.0
The Santa Clause 3: The Escape Clause,G,Adventure,2006,"November 3, 2006 (United States)",4.8,34000.0,Michael Lembeck,Ed Decter,Tim Allen,United States,12000000.0,110768122.0,Walt Disney Pictures,92.0
The Astronaut Farmer,PG,Adventure,2006,"February 23, 2007 (United States)",6.3,22000.0,Michael Polish,Mark Polish,Billy Bob Thornton,United States,13000000.0,11130889.0,Warner Bros.,104.0
Hoot,PG,Adventure,2006,"May 5, 2006 (United States)",5.5,8000.0,Wil Shriner,Wil Shriner,Logan Lerman,United States,15000000.0,8224998.0,Hoot Productions LLC,91.0
Stardust,PG-13,Adventure,2007,"August 10, 2007 (United States)",7.6,260000.0,Matthew Vaughn,Jane Goldman,Charlie Cox,United Kingdom,70000000.0,137515140.0,Paramount Pictures,127.0
Into the Wild,R,Adventure,2007,"October 19, 2007 (United States)",8.1,588000.0,Sean Penn,Sean Penn,Emile Hirsch,United States,15000000.0,56675895.0,Paramount Vantage,148.0
The Darjeeling Limited,R,Adventure,2007,"October 26, 2007 (United States)",7.2,186000.0,Wes Anderson,Wes Anderson,Owen Wilson,United States,16000000.0,35310019.0,Fox Searchlight Pictures,91.0
The Golden Compass,PG-13,Adventure,2007,"December 7, 2007 (United States)",6.1,182000.0,Chris Weitz,Chris Weitz,Nicole Kidman,United Kingdom,180000000.0,372234864.0,New Line Cinema,113.0
Epic Movie,PG-13,Adventure,2007,"January 26, 2007 (United States)",2.4,103000.0,Jason Friedberg,Jason Friedberg,Kal Penn,United States,20000000.0,87238158.0,New Regency Productions,86.0
The Bucket List,PG-13,Adventure,2007,"January 11, 2008 (United States)",7.4,235000.0,Rob Reiner,Justin Zackham,Jack Nicholson,United States,45000000.0,175372502.0,Warner Bros.,97.0
The Seeker: the Dark Is Rising,PG,Adventure,2007,"October 5, 2007 (United States)",4.8,15000.0,David L. Cunningham,John Hodge,Alexander Ludwig,United States,45000000.0,31852619.0,Twentieth Century Fox,99.0
The Water Horse,PG,Adventure,2007,"December 25, 2007 (United States)",6.4,39000.0,Jay Russell,Robert Nelson Jacobs,Emily Watson,New Zealand,40000000.0,103967384.0,Revolution Studios,112.0
The Hunting Party,R,Adventure,2007,"September 21, 2007 (United States)",6.8,25000.0,Richard Shepard,Richard Shepard,Richard Gere,United States,25000000.0,7674033.0,Intermedia,101.0
The Ruins,R,Adventure,2008,"April 4, 2008 (United States)",5.9,72000.0,Carter Smith,Scott B. Smith,Shawn Ashmore,United States,8000000.0,22818256.0,Dreamworks Pictures,90.0
Australia,PG-13,Adventure,2008,"November 26, 2008 (United States)",6.6,121000.0,Baz Luhrmann,Stuart Beattie,Nicole Kidman,United Kingdom,130000000.0,211787511.0,Twentieth Century Fox,165.0
Bedtime Stories,PG,Adventure,2008,"December 25, 2008 (United States)",6.0,90000.0,Adam Shankman,Matt Lopez,Adam Sandler,United States,80000000.0,212874864.0,Walt Disney Pictures,99.0
Inkheart,PG,Adventure,2008,"January 23, 2009 (United States)",6.1,75000.0,Iain Softley,David Lindsay-Abaire,Brendan Fraser,Germany,60000000.0,62803180.0,New Line Cinema,106.0
Harold & Kumar Escape from Guantanamo Bay,R,Adventure,2008,"April 25, 2008 (United States)",6.6,132000.0,Jon Hurwitz,Jon Hurwitz,John Cho,United States,12000000.0,43495888.0,New Line Cinema,114.0
Nim's Island,PG,Adventure,2008,"April 4, 2008 (United States)",6.0,34000.0,Jennifer Flackett,Joseph Kwong,Jodie Foster,United States,37000000.0,100104565.0,Walden Media,96.0
City of Ember,PG,Adventure,2008,"October 10, 2008 (United States)",6.5,64000.0,Gil Kenan,Caroline Thompson,Saoirse Ronan,United States,55000000.0,17929684.0,Playtone,90.0
Strange Wilderness,R,Adventure,2008,"February 1, 2008 (United States)",5.3,21000.0,Fred Wolf,Peter Gaulke,Steve Zahn,United States,20000000.0,6964734.0,Pelican Productions LLC (I),87.0
Asterix at the Olympic Games,Not Rated,Adventure,2008,"June 13, 2008 (United States)",5.2,28000.0,FrÃ©dÃ©ric Forestier,RenÃ© Goscinny,GÃ©rard Depardieu,France,,131856927.0,PathÃ© Renn Productions,116.0
Beverly Hills Chihuahua,PG,Adventure,2008,"October 3, 2008 (United States)",3.8,23000.0,Raja Gosnell,Analisa LaBianco,Drew Barrymore,United States,20000000.0,149292488.0,Mandeville Films,91.0
Meet Dave,PG,Adventure,2008,"July 11, 2008 (United States)",5.0,39000.0,Brian Robbins,Rob Greenberg,Eddie Murphy,United States,60000000.0,51339567.0,Twentieth Century Fox,90.0
Shorts,PG,Adventure,2008,"August 21, 2009 (United States)",4.7,7000.0,Robert Rodriguez,Robert Rodriguez,Jimmy Bennett,United States,40000000.0,28972508.0,Warner Bros.,89.0
Inglourious Basterds,R,Adventure,2009,"August 21, 2009 (United States)",8.3,1300000.0,Quentin Tarantino,Quentin Tarantino,Brad Pitt,United States,70000000.0,321457747.0,Universal Pictures,153.0
Zombieland,R,Adventure,2009,"October 2, 2009 (United States)",7.6,534000.0,Ruben Fleischer,Rhett Reese,Jesse Eisenberg,United States,23600000.0,102392080.0,Columbia Pictures,88.0
Fanboys,PG-13,Adventure,2009,"February 13, 2009 (Iceland)",6.6,57000.0,Kyle Newman,Ernest Cline,Dan Fogler,United States,3900000.0,961203.0,The Weinstein Company,90.0
The Twilight Saga: New Moon,PG-13,Adventure,2009,"November 20, 2009 (United States)",4.7,271000.0,Chris Weitz,Melissa Rosenberg,Kristen Stewart,United States,50000000.0,711025481.0,Temple Hill Entertainment,130.0
Where the Wild Things Are,PG,Adventure,2009,"October 16, 2009 (United States)",6.7,102000.0,Spike Jonze,Spike Jonze,Max Records,Germany,100000000.0,100140916.0,Warner Bros.,101.0
The Imaginarium of Doctor Parnassus,PG-13,Adventure,2009,"January 8, 2010 (United States)",6.8,146000.0,Terry Gilliam,Terry Gilliam,Christopher Plummer,United Kingdom,30000000.0,61808775.0,Infinity Features Entertainment,123.0
Night at the Museum: Battle of the Smithsonian,PG,Adventure,2009,"May 22, 2009 (United States)",6.0,183000.0,Shawn Levy,Robert Ben Garant,Ben Stiller,United States,150000000.0,413106170.0,Twentieth Century Fox,105.0
Agora,R,Adventure,2009,"October 9, 2009 (Spain)",7.2,67000.0,Alejandro AmenÃ¡bar,Alejandro AmenÃ¡bar,Rachel Weisz,Spain,70000000.0,39457342.0,Mod Producciones,127.0
Everybody's Fine,PG-13,Adventure,2009,"December 4, 2009 (United States)",7.1,60000.0,Kirk Jones,Kirk Jones,Robert De Niro,United States,21000000.0,16443609.0,Miramax,99.0
Carriers,PG-13,Adventure,2009,"September 2, 2009 (Indonesia)",6.0,45000.0,David Pastor,Ãlex Pastor,Chris Pine,United States,,5805279.0,Paramount Vantage,84.0
Away We Go,R,Adventure,2009,"June 26, 2009 (United States)",7.0,52000.0,Sam Mendes,Dave Eggers,John Krasinski,United States,17000000.0,15779455.0,Focus Features,98.0
Sin Nombre,R,Adventure,2009,"April 17, 2009 (United States)",7.6,32000.0,Cary Joji Fukunaga,Cary Joji Fukunaga,Paulina Gaitan,Mexico,,5102705.0,Scion Films,96.0
Aliens in the Attic,PG,Adventure,2009,"July 31, 2009 (United States)",5.4,21000.0,John Schultz,Mark Burton,Ashley Tisdale,United States,45000000.0,57881056.0,Twentieth Century Fox,86.0
Gentlemen Broncos,PG-13,Adventure,2009,"May 27, 2010 (Germany)",6.2,11000.0,Jared Hess,Jared Hess,Michael Angarano,United States,10000000.0,118492.0,Bronco Productions,90.0
Harry Potter and the Deathly Hallows: Part 1,PG-13,Adventure,2010,"November 19, 2010 (United States)",7.7,495000.0,David Yates,Steve Kloves,Daniel Radcliffe,United Kingdom,,977043483.0,Warner Bros.,146.0
Monsters,R,Adventure,2010,"December 3, 2010 (United Kingdom)",6.4,89000.0,Gareth Edwards,Gareth Edwards,Scoot McNairy,United Kingdom,500000.0,5060438.0,Protagonist Pictures,94.0
Alice in Wonderland,PG,Adventure,2010,"March 5, 2010 (United States)",6.4,392000.0,Tim Burton,Linda Woolverton,Mia Wasikowska,United States,200000000.0,1025468216.0,Walt Disney Pictures,108.0
Percy Jackson & the Olympians: The Lightning Thief,PG,Adventure,2010,"February 12, 2010 (United States)",5.9,180000.0,Chris Columbus,Craig Titley,Logan Lerman,United Kingdom,95000000.0,226497209.0,Fox 2000 Pictures,118.0
The Way Back,PG-13,Adventure,2010,"January 21, 2011 (United States)",7.3,112000.0,Peter Weir,Slavomir Rawicz,Jim Sturgess,United States,30000000.0,24172201.0,Exclusive Films,133.0
The Chronicles of Narnia: the Voyage of the Dawn Treader,PG,Adventure,2010,"December 10, 2010 (United States)",6.3,145000.0,Michael Apted,Christopher Markus,Ben Barnes,United States,155000000.0,415686217.0,Fox 2000 Pictures,113.0
Frozen,R,Adventure,2010,"March 25, 2010 (Kazakhstan)",6.1,70000.0,Adam Green,Adam Green,Shawn Ashmore,United States,,3843774.0,A Bigger Boat,93.0
Letters to Juliet,PG,Adventure,2010,"May 14, 2010 (United States)",6.5,95000.0,Gary Winick,Jose Rivera,Amanda Seyfried,United States,30000000.0,79628830.0,Summit Entertainment,105.0
Gulliver's Travels,PG,Adventure,2010,"December 25, 2010 (United States)",4.9,67000.0,Rob Letterman,Joe Stillman,Jack Black,United States,112000000.0,237382724.0,Twentieth Century Fox,85.0
Meek's Cutoff,PG,Adventure,2010,"April 15, 2011 (United Kingdom)",6.6,13000.0,Kelly Reichardt,Jonathan Raymond,Michelle Williams,United States,2000000.0,1205257.0,Evenstar Films,104.0
Harry Potter and the Deathly Hallows: Part 2,PG-13,Adventure,2011,"July 15, 2011 (United States)",8.1,790000.0,David Yates,Steve Kloves,Daniel Radcliffe,United Kingdom,125000000.0,1342321665.0,Warner Bros.,130.0
The Twilight Saga: Breaking Dawn - Part 1,PG-13,Adventure,2011,"November 18, 2011 (United States)",4.9,228000.0,Bill Condon,Melissa Rosenberg,Kristen Stewart,United States,110000000.0,712205856.0,Summit Entertainment,117.0
Paul,R,Adventure,2011,"March 18, 2011 (United States)",7.0,240000.0,Greg Mottola,Simon Pegg,Simon Pegg,United States,40000000.0,97984015.0,Universal Pictures,104.0
Your Highness,R,Adventure,2011,"April 8, 2011 (United States)",5.5,99000.0,David Gordon Green,Danny McBride,Danny McBride,United States,49900000.0,28013733.0,Universal Pictures,102.0
The Hunter,R,Adventure,2011,"October 6, 2011 (Australia)",6.7,38000.0,Daniel Nettheim,Alice Addison,Willem Dafoe,Australia,,1680778.0,Porchlight Films,100.0
The Muppets,PG,Adventure,2011,"November 23, 2011 (United States)",7.1,89000.0,James Bobin,Jason Segel,Amy Adams,United States,45000000.0,165184237.0,Walt Disney Pictures,103.0
This Must Be the Place,R,Adventure,2011,"August 24, 2011 (France)",6.7,33000.0,Paolo Sorrentino,Paolo Sorrentino,Sean Penn,Italy,,11928909.0,Indigo Film,118.0
Monte Carlo,PG,Adventure,2011,"July 1, 2011 (United States)",5.8,42000.0,Thomas Bezucha,Thomas Bezucha,Selena Gomez,Hungary,20000000.0,39782683.0,Fox 2000 Pictures,109.0
Extremely Loud & Incredibly Close,PG-13,Adventure,2011,"January 20, 2012 (United States)",6.9,99000.0,Stephen Daldry,Eric Roth,Thomas Horn,United States,40000000.0,55247881.0,Warner Bros.,129.0
The Hobbit: An Unexpected Journey,PG-13,Adventure,2012,"December 14, 2012 (United States)",7.8,773000.0,Peter Jackson,Fran Walsh,Martin Freeman,New Zealand,180000000.0,1017003568.0,Metro-Goldwyn-Mayer (MGM),169.0
Prometheus,R,Adventure,2012,"June 8, 2012 (United States)",7.0,578000.0,Ridley Scott,Jon Spaihts,Noomi Rapace,United States,130000000.0,403354469.0,Twentieth Century Fox,124.0
The Twilight Saga: Breaking Dawn - Part 2,PG-13,Adventure,2012,"November 16, 2012 (United States)",5.5,236000.0,Bill Condon,Melissa Rosenberg,Kristen Stewart,United States,120000000.0,829747654.0,Summit Entertainment,115.0
Seeking a Friend for the End of the World,R,Adventure,2012,"June 22, 2012 (United States)",6.7,109000.0,Lorene Scafaria,Lorene Scafaria,Steve Carell,United States,10000000.0,11681781.0,Focus Features,101.0
Life of Pi,PG,Adventure,2012,"November 21, 2012 (United States)",7.9,594000.0,Ang Lee,Yann Martel,Suraj Sharma,United States,120000000.0,609016565.0,Fox 2000 Pictures,127.0
Chronicle,PG-13,Adventure,2012,"February 3, 2012 (United States)",7.0,243000.0,Josh Trank,Max Landis,Dane DeHaan,United States,12000000.0,126636097.0,Twentieth Century Fox,84.0
Passion,R,Adventure,2012,"August 30, 2013 (United States)",5.3,22000.0,Brian De Palma,Brian De Palma,Rachel McAdams,France,20000000.0,713616.0,SBS Productions,102.0
On the Road,R,Adventure,2012,"May 23, 2012 (France)",6.1,40000.0,Walter Salles,Jack Kerouac,Sam Riley,France,25000000.0,9617377.0,MK2 Productions,124.0
Mirror Mirror,PG,Adventure,2012,"March 30, 2012 (United States)",5.6,85000.0,Tarsem Singh,Marc Klein,Lily Collins,United States,85000000.0,183018522.0,Relativity Media,106.0
Beasts of the Southern Wild,PG-13,Adventure,2012,"July 5, 2012 (Russia)",7.3,82000.0,Benh Zeitlin,Lucy Alibar,QuvenzhanÃ© Wallis,United States,1800000.0,21107746.0,Cinereach,93.0
Kon-Tiki,PG-13,Adventure,2012,"April 26, 2013 (United States)",7.2,47000.0,Joachim RÃ¸nning,Petter Skavlan,PÃ¥l Sverre Hagen,United Kingdom,16600000.0,22842887.0,Recorded Picture Company (RPC),118.0
Sightseers,Not Rated,Adventure,2012,"May 10, 2013 (United States)",6.5,27000.0,Ben Wheatley,Alice Lowe,Alice Lowe,United Kingdom,,2122909.0,StudioCanal,88.0
Fun Size,PG-13,Adventure,2012,"October 26, 2012 (United States)",5.4,14000.0,Josh Schwartz,Max Werner,Victoria Justice,United States,14000000.0,11417362.0,Paramount Pictures,86.0
The Hobbit: The Desolation of Smaug,PG-13,Adventure,2013,"December 13, 2013 (United States)",7.8,615000.0,Peter Jackson,Fran Walsh,Ian McKellen,New Zealand,225000000.0,959007513.0,Metro-Goldwyn-Mayer (MGM),161.0
The Green Inferno,R,Adventure,2013,"September 25, 2015 (United States)",5.3,41000.0,Eli Roth,Eli Roth,Lorenza Izzo,United States,5000000.0,12666449.0,Worldview Entertainment,100.0
The Secret Life of Walter Mitty,PG,Adventure,2013,"December 25, 2013 (United States)",7.3,300000.0,Ben Stiller,Steve Conrad,Ben Stiller,United States,90000000.0,188133322.0,Twentieth Century Fox,114.0
Captain Phillips,PG-13,Adventure,2013,"October 11, 2013 (United States)",7.8,432000.0,Paul Greengrass,Billy Ray,Tom Hanks,United States,55000000.0,218791811.0,Scott Rudin Productions,134.0
Oz the Great and Powerful,PG,Adventure,2013,"March 8, 2013 (United States)",6.3,201000.0,Sam Raimi,Mitchell Kapner,James Franco,United States,215000000.0,493311825.0,Walt Disney Pictures,130.0
Percy Jackson: Sea of Monsters,PG,Adventure,2013,"August 7, 2013 (United States)",5.8,113000.0,Thor Freudenthal,Marc Guggenheim,Logan Lerman,United States,90000000.0,199850315.0,Fox 2000 Pictures,106.0
Jack the Giant Slayer,PG-13,Adventure,2013,"March 1, 2013 (United States)",6.2,134000.0,Bryan Singer,Darren Lemke,Nicholas Hoult,United Kingdom,195000000.0,197687603.0,New Line Cinema,114.0
Nebraska,R,Adventure,2013,"January 24, 2014 (United States)",7.7,114000.0,Alexander Payne,Bob Nelson,Bruce Dern,United States,12000000.0,27682872.0,Paramount Vantage,115.0
The Kings of Summer,R,Adventure,2013,"August 23, 2013 (United Kingdom)",7.1,79000.0,Jordan Vogt-Roberts,Chris Galletta,Nick Robinson,United States,,1501595.0,Big Beach Films,95.0
Tracks,PG-13,Adventure,2013,"March 6, 2014 (Australia)",7.2,29000.0,John Curran,Marion Nelson,Mia Wasikowska,Australia,,5853509.0,See-Saw Films,112.0
Interstellar,PG-13,Adventure,2014,"November 7, 2014 (United States)",8.6,1600000.0,Christopher Nolan,Jonathan Nolan,Matthew McConaughey,United States,165000000.0,701729206.0,Paramount Pictures,169.0
The Grand Budapest Hotel,R,Adventure,2014,"March 28, 2014 (United States)",8.1,734000.0,Wes Anderson,Stefan Zweig,Ralph Fiennes,United States,25000000.0,172945750.0,Fox Searchlight Pictures,99.0
The Hobbit: The Battle of the Five Armies,PG-13,Adventure,2014,"December 17, 2014 (United States)",7.4,487000.0,Peter Jackson,Fran Walsh,Ian McKellen,New Zealand,250000000.0,962182865.0,New Line Cinema,144.0
Chef,R,Adventure,2014,"May 30, 2014 (United States)",7.3,202000.0,Jon Favreau,Jon Favreau,Jon Favreau,United States,11000000.0,48428048.0,Aldamisa Entertainment,114.0
Into the Woods,PG,Adventure,2014,"December 25, 2014 (United States)",5.9,135000.0,Rob Marshall,James Lapine,Anna Kendrick,United States,50000000.0,212902372.0,BBL Motion Picture Studios,125.0
Night at the Museum: Secret of the Tomb,PG,Adventure,2014,"December 19, 2014 (United States)",6.2,111000.0,Shawn Levy,David Guion,Ben Stiller,United Kingdom,127000000.0,363204635.0,Twentieth Century Fox,98.0
Wild,R,Adventure,2014,"December 19, 2014 (United States)",7.1,123000.0,Jean-Marc VallÃ©e,Nick Hornby,Reese Witherspoon,United States,15000000.0,52501541.0,Bob Industries,115.0
Black Sea,R,Adventure,2014,"January 23, 2015 (United States)",6.4,36000.0,Kevin Macdonald,Dennis Kelly,Jude Law,United Kingdom,,4070789.0,Focus Features,114.0
Muppets Most Wanted,PG,Adventure,2014,"March 21, 2014 (United States)",6.4,33000.0,James Bobin,James Bobin,Ricky Gervais,United States,50000000.0,80383113.0,Walt Disney Pictures,107.0
Hector and the Search for Happiness,R,Adventure,2014,"August 14, 2014 (Germany)",7.0,46000.0,Peter Chelsom,Maria von Heland,Simon Pegg,Germany,,6337728.0,Egoli Tossell Pictures,114.0
The Martian,PG-13,Adventure,2015,"October 2, 2015 (United States)",8.0,783000.0,Ridley Scott,Drew Goddard,Matt Damon,United Kingdom,108000000.0,630162448.0,Twentieth Century Fox,144.0
Vacation,R,Adventure,2015,"July 29, 2015 (United States)",6.1,103000.0,John Francis Daley,Jonathan Goldstein,Ed Helms,United States,31000000.0,107228221.0,BenderSpink,99.0
Pan,PG,Adventure,2015,"October 9, 2015 (United States)",5.7,62000.0,Joe Wright,Jason Fuchs,Levi Miller,United States,150000000.0,128388320.0,Warner Bros.,111.0
Goosebumps,PG,Adventure,2015,"October 16, 2015 (United States)",6.3,83000.0,Rob Letterman,Darren Lemke,Jack Black,United States,58000000.0,158261424.0,Sony Pictures Animation,103.0
Paper Towns,PG-13,Adventure,2015,"July 24, 2015 (United States)",6.2,98000.0,Jake Schreier,Scott Neustadter,Nat Wolff,United States,12000000.0,85512300.0,Fox 2000 Pictures,109.0
A Walk in the Woods,R,Adventure,2015,"September 2, 2015 (United States)",6.4,26000.0,Ken Kwapis,Michael Arndt,Robert Redford,United States,8000000.0,37461274.0,Route One Entertainment,104.0
Dope,R,Adventure,2015,"June 19, 2015 (United States)",7.2,82000.0,Rick Famuyiwa,Rick Famuyiwa,Shameik Moore,United States,7000000.0,17986781.0,i am OTHER,103.0
Jem and the Holograms,PG,Adventure,2015,"October 23, 2015 (United States)",4.2,7500.0,Jon M. Chu,Ryan Landels,Aubrey Peeples,United States,5000000.0,2333684.0,Allspark Pictures,118.0
Miss Peregrine's Home for Peculiar Children,PG-13,Adventure,2016,"September 30, 2016 (United States)",6.7,160000.0,Tim Burton,Ransom Riggs,Eva Green,United States,110000000.0,296482446.0,Twentieth Century Fox,127.0
Fantastic Beasts and Where to Find Them,PG-13,Adventure,2016,"November 18, 2016 (United States)",7.3,422000.0,David Yates,J.K. Rowling,Eddie Redmayne,United Kingdom,180000000.0,814044001.0,Heyday Films,132.0
American Honey,R,Adventure,2016,"October 14, 2016 (United Kingdom)",7.0,40000.0,Andrea Arnold,Andrea Arnold,Sasha Lane,United Kingdom,,2290649.0,Maven Pictures,163.0
Hunt for the Wilderpeople,PG-13,Adventure,2016,"July 1, 2016 (United States)",7.9,118000.0,Taika Waititi,Taika Waititi,Sam Neill,New Zealand,,23915910.0,Piki Films,101.0
The Jungle Book,PG,Adventure,2016,"April 15, 2016 (United States)",7.4,264000.0,Jon Favreau,Justin Marks,Neel Sethi,United Kingdom,175000000.0,966554929.0,Fairview Entertainment,106.0
Alice Through the Looking Glass,PG,Adventure,2016,"May 27, 2016 (United States)",6.2,98000.0,James Bobin,Linda Woolverton,Mia Wasikowska,United States,170000000.0,299820798.0,Walt Disney Pictures,113.0
The BFG,PG,Adventure,2016,"July 1, 2016 (United States)",6.4,80000.0,Steven Spielberg,Melissa Mathison,Mark Rylance,United States,140000000.0,195243411.0,Walt Disney Pictures,117.0
A Monster Calls,PG-13,Adventure,2016,"January 6, 2017 (United States)",7.5,83000.0,J.A. Bayona,Patrick Ness,Lewis MacDougall,United Kingdom,43000000.0,47309313.0,Participant,108.0
The Shape of Water,R,Adventure,2017,"December 22, 2017 (United States)",7.3,386000.0,Guillermo del Toro,Guillermo del Toro,Sally Hawkins,United States,19400000.0,195333312.0,Double Dare You (DDY),123.0
Papillon,R,Adventure,2017,"August 24, 2018 (United States)",7.2,63000.0,Michael Noer,Aaron Guzikowski,Charlie Hunnam,United States,,10060903.0,Czech Anglo Productions,133.0
47 Meters Down,PG-13,Adventure,2017,"June 16, 2017 (United States)",5.7,51000.0,Johannes Roberts,Johannes Roberts,Mandy Moore,United Kingdom,5300000.0,62198461.0,thefyzz,89.0
Girls Trip,R,Adventure,2017,"July 21, 2017 (United States)",6.2,35000.0,Malcolm D. Lee,Erica Rivinoja,Regina Hall,United States,19000000.0,140552359.0,Perfect World Pictures,122.0
A Dog's Purpose,PG,Adventure,2017,"January 27, 2017 (United States)",7.2,68000.0,Lasse HallstrÃ¶m,W. Bruce Cameron,Josh Gad,United States,22000000.0,205035819.0,Dreamworks Pictures,100.0
Wonderstruck,PG,Adventure,2017,"October 20, 2017 (United States)",6.2,9800.0,Todd Haynes,Brian Selznick,Oakes Fegley,United States,,3285916.0,Amazon Studios,116.0
The Leisure Seeker,R,Adventure,2017,"January 3, 2018 (France)",6.7,7800.0,Paolo VirzÃ¬,Michael Zadoorian,Helen Mirren,Italy,,10472180.0,Indiana Production,112.0
Lean on Pete,R,Adventure,2017,"April 6, 2018 (United States)",7.2,12000.0,Andrew Haigh,Andrew Haigh,Charlie Plummer,United Kingdom,,2443584.0,Film4,121.0
Breath,TV-MA,Adventure,2017,"May 3, 2018 (Australia)",6.7,3000.0,Simon Baker,Gerard Lee,Samson Coulter,Australia,,3322479.0,Gran Via Productions,115.0
Annihilation,R,Adventure,2018,"February 23, 2018 (United States)",6.8,292000.0,Alex Garland,Alex Garland,Natalie Portman,United Kingdom,40000000.0,43070915.0,Paramount Pictures,115.0
Fantastic Beasts: The Crimes of Grindelwald,PG-13,Adventure,2018,"November 16, 2018 (United States)",6.5,234000.0,David Yates,J.K. Rowling,Eddie Redmayne,United Kingdom,200000000.0,654855901.0,Heyday Films,134.0
Leave No Trace,PG,Adventure,2018,"June 29, 2018 (United Kingdom)",7.2,54000.0,Debra Granik,Debra Granik,Thomasin McKenzie,United States,,7682928.0,BRON Studios,109.0
High Life,R,Adventure,2018,"April 12, 2019 (United States)",5.8,31000.0,Claire Denis,Claire Denis,Robert Pattinson,France,,2133033.0,Alcatraz Films,113.0
The Nightingale,R,Adventure,2018,"August 29, 2019 (Australia)",7.3,24000.0,Jennifer Kent,Jennifer Kent,Aisling Franciosi,Australia,,988687.0,Causeway Films,136.0
Arctic,PG-13,Adventure,2018,"January 31, 2019 (Denmark)",6.8,46000.0,Joe Penna,Joe Penna,Mads Mikkelsen,Iceland,2000000.0,4165776.0,Armory Films,98.0
A Wrinkle in Time,PG,Adventure,2018,"March 9, 2018 (United States)",4.2,42000.0,Ava DuVernay,Jennifer Lee,Storm Reid,United States,100000000.0,132675864.0,Legend3D,109.0
Christopher Robin,PG,Adventure,2018,"August 3, 2018 (United States)",7.3,72000.0,Marc Forster,A.A. Milne,Ewan McGregor,United Kingdom,75000000.0,197744377.0,2DUXÂ²,104.0
The Man Who Killed Don Quixote,Not Rated,Adventure,2018,"May 19, 2018 (France)",6.4,17000.0,Terry Gilliam,Terry Gilliam,JosÃ© Luis Ferrer,Spain,,2390383.0,Alacran Pictures,132.0
The Nutcracker and the Four Realms,PG,Adventure,2018,"November 2, 2018 (United States)",5.6,30000.0,Lasse HallstrÃ¶m,Ashleigh Powell,Mackenzie Foy,United States,120000000.0,173961069.0,Walt Disney Pictures,99.0
The Little Mermaid,PG,Adventure,2018,"August 17, 2018 (United States)",4.3,8500.0,Blake Harris,Blake Harris,William Moseley,United States,,2614006.0,Conglomerate Media,85.0
Dora and the Lost City of Gold,PG,Adventure,2019,"August 9, 2019 (United States)",6.1,27000.0,James Bobin,Nicholas Stoller,Isabela Merced,United States,49000000.0,119682635.0,Paramount Players,102.0
Aladdin,PG,Adventure,2019,"May 24, 2019 (United States)",6.9,239000.0,Guy Ritchie,John August,Will Smith,United Kingdom,183000000.0,1050693953.0,Walt Disney Pictures,128.0
Ad Astra,PG-13,Adventure,2019,"September 20, 2019 (United States)",6.5,208000.0,James Gray,James Gray,Brad Pitt,China,90000000.0,127461872.0,New Regency Productions,123.0
The Peanut Butter Falcon,PG-13,Adventure,2019,"August 23, 2019 (United States)",7.6,73000.0,Tyler Nilson,Tyler Nilson,Zack Gottsagen,United States,6200000.0,133031473.0,Armory Films,97.0
Good Boys,R,Adventure,2019,"August 16, 2019 (United States)",6.7,66000.0,Gene Stupnitsky,Lee Eisenberg,Jacob Tremblay,United States,20000000.0,111037232.0,Universal Pictures,90.0
Maleficent: Mistress of Evil,PG,Adventure,2019,"October 18, 2019 (United States)",6.6,91000.0,Joachim RÃ¸nning,Linda Woolverton,Angelina Jolie,United States,185000000.0,491730089.0,Walt Disney Pictures,119.0
Scary Stories to Tell in the Dark,PG-13,Adventure,2019,"August 9, 2019 (United States)",6.2,66000.0,AndrÃ© Ãvredal,Dan Hageman,Zoe Margaret Colletti,United States,25000000.0,104545505.0,CBS Films,108.0
47 Meters Down: Uncaged,PG-13,Adventure,2019,"August 16, 2019 (United States)",5.0,23000.0,Johannes Roberts,Ernest Riera,Sophie NÃ©lisse,United Kingdom,12000000.0,47582563.0,Entertainment Studios Motion Pictures,90.0
Dumbo,PG,Adventure,2019,"March 29, 2019 (United States)",6.3,69000.0,Tim Burton,Ehren Kruger,Colin Farrell,United States,170000000.0,353284621.0,Walt Disney Pictures,112.0
A Dog's Journey,PG,Adventure,2019,"May 17, 2019 (United States)",7.5,21000.0,Gail Mancuso,W. Bruce Cameron,Josh Gad,China,16000000.0,75741734.0,Dreamworks Pictures,109.0
A Dog's Way Home,PG,Adventure,2019,"January 11, 2019 (United States)",6.7,16000.0,Charles Martin Smith,W. Bruce Cameron,Ashley Judd,China,18000000.0,80708134.0,Bona Film Group,96.0
The Other Side of Heaven 2: Fire of Faith,PG-13,Adventure,2019,"June 28, 2019 (United States)",5.6,336.0,Mitch Davis,Mitch Davis,Christopher Gorham,United States,,1807216.0,Kolipoki Pictures,117.0
