name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Kubo and the Two Strings,PG,Animation,2016,"August 19, 2016 (United States)",7.8,121000.0,Travis Knight,Marc Haimes,Charlize Theron,United States,60000000.0,76249438.0,Focus Features,101.0
Ratchet & Clank,PG,Animation,2016,"April 29, 2016 (United States)",5.6,10000.0,Kevin Munroe,T.J. Fixman,James Arnold Taylor,Hong Kong,20000000.0,13385737.0,Gramercy Pictures (I),94.0
Batman: The Killing Joke,R,Animation,2016,"July 25, 2016 (United States)",6.4,52000.0,Sam Liu,Brian Azzarello,Kevin Conroy,United States,3500000.0,4462034.0,Warner Bros. Animation,76.0
Leap!,PG,Animation,2016,"August 25, 2017 (United States)",6.8,21000.0,Directors,Eric Summer,Elle Fanning,France,30000000.0,106127278.0,Quad Productions,89.0
Monster Trucks,PG,Animation,2016,"January 13, 2017 (United States)",5.7,16000.0,Chris Wedge,Derek Connolly,Lucas Till,Canada,125000000.0,64493915.0,Paramount Pictures,104.0
Kingsglaive: Final Fantasy XV,PG-13,Animation,2016,"July 9, 2016 (Japan)",6.8,21000.0,Takeshi Nozue,Takashi Hasegawa,Aaron Paul,Japan,,5725482.0,Square Visual Works Co. Ltd.,110.0
Rock Dog,PG,Animation,2016,"February 24, 2017 (United States)",6.0,4900.0,Ash Brannon,Ash Brannon,Luke Wilson,China,60000000.0,23157646.0,Summit Premiere,90.0
Coco,PG,Animation,2017,"November 22, 2017 (United States)",8.4,417000.0,Lee Unkrich,Lee Unkrich,Anthony Gonzalez,United States,175000000.0,807817888.0,Walt Disney Pictures,105.0
The Boss Baby,PG,Animation,2017,"March 31, 2017 (United States)",6.3,114000.0,Tom McGrath,Michael McCullers,Alec Baldwin,United States,125000000.0,527965936.0,DreamWorks Animation,97.0
Cars 3,G,Animation,2017,"June 16, 2017 (United States)",6.7,82000.0,Brian Fee,Brian Fee,Owen Wilson,United States,175000000.0,383930656.0,Pixar Animation Studios,102.0
Ferdinand,PG,Animation,2017,"December 15, 2017 (United States)",6.7,51000.0,Carlos Saldanha,Robert L. Baird,John Cena,United States,111000000.0,296069199.0,Blue Sky Studios,108.0
The Lego Batman Movie,PG,Animation,2017,"February 10, 2017 (United States)",7.3,135000.0,Chris McKay,Seth Grahame-Smith,Will Arnett,United States,80000000.0,311950384.0,Animal Logic,104.0
Despicable Me 3,PG,Animation,2017,"June 30, 2017 (United States)",6.3,119000.0,Kyle Balda,Cinco Paul,Steve Carell,United States,80000000.0,1034800131.0,Illumination Entertainment,89.0
The Emoji Movie,PG,Animation,2017,"July 28, 2017 (United States)",3.3,58000.0,Tony Leondis,Tony Leondis,T.J. Miller,United States,50000000.0,217776646.0,Columbia Pictures,86.0
Paddington 2,PG,Animation,2017,"January 12, 2018 (United States)",7.8,66000.0,Paul King,Paul King,Ben Whishaw,United Kingdom,40000000.0,227978645.0,StudioCanal,103.0
Loving Vincent,PG-13,Animation,2017,"September 22, 2017 (United States)",7.8,53000.0,Dorota Kobiela,Dorota Kobiela,Douglas Booth,Poland,,42187665.0,BreakThru Productions,94.0
The Lego Ninjago Movie,PG,Animation,2017,"September 22, 2017 (United States)",6.0,24000.0,Charlie Bean,Bob Logan,Jackie Chan,United States,70000000.0,123081555.0,Animal Logic,101.0
Smurfs: The Lost Village,PG,Animation,2017,"April 7, 2017 (United States)",6.0,19000.0,Kelly Asbury,Stacey Harman,Demi Lovato,United States,60000000.0,197183546.0,Walt Disney Animation Studios,90.0
My Little Pony: The Movie,PG,Animation,2017,"October 6, 2017 (United States)",6.1,6200.0,Jayson Thiessen,Meghan McCarthy,Emily Blunt,United States,6500000.0,60330833.0,Lionsgate,99.0
Diary of a Wimpy Kid: The Long Haul,PG,Animation,2017,"May 19, 2017 (United States)",4.3,7700.0,David Bowers,Jeff Kinney,Jason Drucker,United States,22000000.0,40140972.0,Twentieth Century Fox,91.0
Captain Underpants: The First Epic Movie,PG,Animation,2017,"June 2, 2017 (United States)",6.2,26000.0,David Soren,Nicholas Stoller,Kevin Hart,United States,38000000.0,125427681.0,DreamWorks Animation,89.0
Spider-Man: Into the Spider-Verse,PG,Animation,2018,"December 14, 2018 (United States)",8.4,411000.0,Bob Persichetti,Phil Lord,Shameik Moore,United States,90000000.0,375540831.0,Sony Pictures Entertainment (SPE),117.0
Incredibles 2,PG,Animation,2018,"June 15, 2018 (United States)",7.6,263000.0,Brad Bird,Brad Bird,Craig T. Nelson,United States,200000000.0,1244639527.0,Walt Disney Pictures,118.0
Isle of Dogs,PG-13,Animation,2018,"April 13, 2018 (United States)",7.9,147000.0,Wes Anderson,Wes Anderson,Bryan Cranston,Germany,,64337744.0,Indian Paintbrush,101.0
Hotel Transylvania 3: Summer Vacation,PG,Animation,2018,"July 13, 2018 (United States)",6.3,62000.0,Genndy Tartakovsky,Genndy Tartakovsky,Adam Sandler,United States,80000000.0,528583774.0,Sony Pictures Animation,97.0
Peter Rabbit,PG,Animation,2018,"February 9, 2018 (United States)",6.6,38000.0,Will Gluck,Rob Lieber,James Corden,United States,50000000.0,351496066.0,Columbia Pictures,95.0
Ralph Breaks the Internet,PG,Animation,2018,"November 21, 2018 (United States)",7.0,140000.0,Phil Johnston,Phil Johnston,John C. Reilly,United States,175000000.0,529323962.0,Walt Disney Animation Studios,112.0
I Want to Eat Your Pancreas,Not Rated,Animation,2018,"September 1, 2018 (Japan)",8.0,11000.0,Shin'ichirÃ´ Ushijima,Yoru Sumino,Mahiro Takasugi,Japan,,33748006.0,ABC Animation,109.0
Smallfoot,PG,Animation,2018,"September 28, 2018 (United States)",6.6,36000.0,Karey Kirkpatrick,Karey Kirkpatrick,Channing Tatum,United States,80000000.0,214040103.0,Warner Animation Group,96.0
The Grinch,PG,Animation,2018,"November 9, 2018 (United States)",6.3,58000.0,Yarrow Cheney,Michael LeSieur,Benedict Cumberbatch,France,75000000.0,512492755.0,Universal Pictures,85.0
Early Man,PG,Animation,2018,"February 16, 2018 (United States)",6.1,21000.0,Nick Park,Mark Burton,Eddie Redmayne,France,50000000.0,54622814.0,Summit Entertainment,89.0
Dragon Ball Super: Broly,PG,Animation,2018,"January 16, 2019 (United States)",7.8,24000.0,Tatsuya Nagamine,Akira Toriyama,Masako Nozawa,Japan,8500000.0,115757940.0,Toei Company,100.0
Goosebumps 2: Haunted Halloween,PG,Animation,2018,"October 12, 2018 (United States)",5.6,19000.0,Ari Sandel,Rob Lieber,Wendi McLendon-Covey,United States,35000000.0,93320380.0,Sony Pictures Animation,90.0
My Hero Academia: Two Heroes,PG-13,Animation,2018,"September 25, 2018 (United States)",7.5,8000.0,Kenji Nagasaki,KÃ´hei Horikoshi,Daiki Yamashita,Japan,,21022724.0,Bones,96.0
The Lion King,PG,Animation,2019,"July 19, 2019 (United States)",6.9,222000.0,Jon Favreau,Jeff Nathanson,Donald Glover,United States,260000000.0,1670727580.0,Walt Disney Pictures,118.0
Toy Story 4,G,Animation,2019,"June 21, 2019 (United States)",7.7,217000.0,Josh Cooley,John Lasseter,Tom Hanks,United States,200000000.0,1073394593.0,Pixar Animation Studios,100.0
Frozen II,PG,Animation,2019,"November 22, 2019 (United States)",6.8,148000.0,Chris Buck,Jennifer Lee,Kristen Bell,United States,150000000.0,1450026933.0,Walt Disney Animation Studios,103.0
The Addams Family,PG,Animation,2019,"October 11, 2019 (United States)",5.8,31000.0,Greg Tiernan,Matt Lieberman,Oscar Isaac,Canada,24000000.0,203783566.0,Metro-Goldwyn-Mayer (MGM),86.0
How to Train Your Dragon: The Hidden World,PG,Animation,2019,"February 22, 2019 (United States)",7.5,112000.0,Dean DeBlois,Dean DeBlois,Jay Baruchel,United States,129000000.0,525683457.0,DreamWorks Animation,104.0
The Secret Life of Pets 2,PG,Animation,2019,"June 7, 2019 (United States)",6.5,55000.0,Chris Renaud,Brian Lynch,Patton Oswalt,United States,80000000.0,430051293.0,Universal Pictures,86.0
The Angry Birds Movie 2,PG,Animation,2019,"August 14, 2019 (United States)",6.4,24000.0,Thurop Van Orman,Peter Ackerman,Jason Sudeikis,Finland,65000000.0,147792047.0,Sony Pictures Animation,97.0
Weathering with You,PG-13,Animation,2019,"January 17, 2020 (United States)",7.5,28000.0,Makoto Shinkai,Makoto Shinkai,Kotaro Daigo,Japan,11100000.0,193457467.0,"""Weathering With You"" Film Partners",112.0
The Lego Movie 2: The Second Part,PG,Animation,2019,"February 8, 2019 (United States)",6.6,58000.0,Mike Mitchell,Phil Lord,Chris Pratt,Denmark,99000000.0,192306508.0,Warner Bros.,107.0
Abominable,PG,Animation,2019,"September 27, 2019 (United States)",7.0,32000.0,Jill Culton,Jill Culton,Chloe Bennet,United States,75000000.0,180314199.0,DreamWorks Animation,97.0
UglyDolls,PG,Animation,2019,"May 3, 2019 (United States)",5.0,6100.0,Kelly Asbury,Alison Peck,Kelly Clarkson,China,45000000.0,32450241.0,STX Entertainment,87.0
Wonder Park,PG,Animation,2019,"March 15, 2019 (United States)",5.9,11000.0,Dylan Brown,Josh Appelbaum,Sofia Mali,Spain,90000000.0,119559110.0,Paramount Animation,85.0
Missing Link,PG,Animation,2019,"April 12, 2019 (United States)",6.7,23000.0,Chris Butler,Chris Butler,Hugh Jackman,Canada,100000000.0,26565710.0,Annapurna Pictures,93.0
Ne Zha,Not Rated,Animation,2019,"July 26, 2019 (China)",7.5,6500.0,Yu Yang,Yu Yang,Yanting LÃ¼,China,,726264074.0,Coco Cartoon,110.0
Code Geass: Lelouch of the Re;Surrection,Not Rated,Animation,2019,"May 5, 2019 (United States)",7.4,2000.0,GorÃ´ Taniguchi,GorÃ´ Taniguchi,Jun Fukuyama,Japan,,9982083.0,Sunrise,112.0
Pilgrim's Progress,PG,Animation,2019,"April 18, 2019 (United States)",6.1,548.0,Robert Fernandez,John Bunyan,David Thorpe,United States,,3173282.0,Cat In The Mill Studio,108.0
Saga of Tanya the Evil - The Movie,Not Rated,Animation,2019,"May 16, 2019 (United States)",7.6,900.0,Yutaka Uemura,Carlo Zen,TesshÃ´ Genda,Japan,,288460.0,Studio NuT,115.0
Onward,PG,Animation,2020,"March 6, 2020 (United States)",7.4,120000.0,Dan Scanlon,Dan Scanlon,Tom Holland,United States,,141950608.0,Walt Disney Pictures,102.0
Legend of Deification,TV-PG,Animation,2020,"October 1, 2020 (United States)",6.6,1300.0,Teng Cheng,,Guangtao Jiang,China,,240663149.0,Beijing Enlight Pictures,110.0
